구분,대여소명,,대여일자,대여건수,반납건수,합계,위도,경도
마포구,120, 신수동 사거리,201912,315,302,617,37.545242,126.934113
마포구,120, 신수동 사거리,202001,268,266,534,37.545242,126.934113
마포구,120, 신수동 사거리,202002,235,233,468,37.545242,126.934113
마포구,120, 신수동 사거리,202003,426,436,862,37.545242,126.934113
마포구,120, 신수동 사거리,202004,611,621,1232,37.545242,126.934113
마포구,120, 신수동 사거리,202005,656,663,1319,37.545242,126.934113
마포구,120, 신수동 사거리,202006,605,618,1223,37.545242,126.934113
마포구,121, 마포소방서 앞,201901,325,389,714,37.549767,126.933174
마포구,121, 마포소방서 앞,201902,309,334,643,37.549767,126.933174
마포구,121, 마포소방서 앞,201903,582,630,1212,37.549767,126.933174
마포구,121, 마포소방서 앞,201904,734,751,1485,37.549767,126.933174
마포구,121, 마포소방서 앞,201905,1128,967,2095,37.549767,126.933174
마포구,121, 마포소방서 앞,201906,1159,985,2144,37.549767,126.933174
마포구,121, 마포소방서 앞,201907,999,860,1859,37.549767,126.933174
마포구,121, 마포소방서 앞,201908,954,836,1790,37.549767,126.933174
마포구,121, 마포소방서 앞,201909,906,787,1693,37.549767,126.933174
마포구,121, 마포소방서 앞,201910,1270,1122,2392,37.549767,126.933174
마포구,121, 마포소방서 앞,201911,733,835,1568,37.549767,126.933174
마포구,121, 마포소방서 앞,201912,406,429,835,37.549767,126.933174
마포구,121, 마포소방서 앞,202001,340,391,731,37.549767,126.933174
마포구,121, 마포소방서 앞,202002,360,421,781,37.549767,126.933174
마포구,121, 마포소방서 앞,202003,739,738,1477,37.549767,126.933174
마포구,121, 마포소방서 앞,202004,941,877,1818,37.549767,126.933174
마포구,121, 마포소방서 앞,202005,1008,910,1918,37.549767,126.933174
마포구,121, 마포소방서 앞,202006,1217,1087,2304,37.549767,126.933174
마포구,122, 신성기사식당 앞,201901,421,412,833,37.547459,126.938377
마포구,122, 신성기사식당 앞,201902,405,368,773,37.547459,126.938377
마포구,122, 신성기사식당 앞,201903,782,758,1540,37.547459,126.938377
마포구,122, 신성기사식당 앞,201904,1004,1101,2105,37.547459,126.938377
마포구,122, 신성기사식당 앞,201905,1528,1573,3101,37.547459,126.938377
마포구,122, 신성기사식당 앞,201906,1475,1475,2950,37.547459,126.938377
마포구,122, 신성기사식당 앞,201907,1294,1345,2639,37.547459,126.938377
마포구,122, 신성기사식당 앞,201908,1301,1391,2692,37.547459,126.938377
마포구,122, 신성기사식당 앞,201909,1150,1098,2248,37.547459,126.938377
마포구,122, 신성기사식당 앞,201910,1418,1363,2781,37.547459,126.938377
마포구,122, 신성기사식당 앞,201911,951,983,1934,37.547459,126.938377
마포구,122, 신성기사식당 앞,201912,433,476,909,37.547459,126.938377
마포구,122, 신성기사식당 앞,202001,515,490,1005,37.547459,126.938377
마포구,122, 신성기사식당 앞,202002,479,467,946,37.547459,126.938377
마포구,122, 신성기사식당 앞,202003,840,830,1670,37.547459,126.938377
마포구,122, 신성기사식당 앞,202004,1120,1100,2220,37.547459,126.938377
마포구,122, 신성기사식당 앞,202005,1303,1292,2595,37.547459,126.938377
마포구,122, 신성기사식당 앞,202006,1326,1311,2637,37.547459,126.938377
서대문구,123, 문화촌 공원,201901,311,327,638,37.59433,126.947388
서대문구,123, 문화촌 공원,201902,351,307,658,37.59433,126.947388
서대문구,123, 문화촌 공원,201903,736,750,1486,37.59433,126.947388
서대문구,123, 문화촌 공원,201904,1454,1456,2910,37.59433,126.947388
서대문구,123, 문화촌 공원,201905,2079,2122,4201,37.59433,126.947388
서대문구,123, 문화촌 공원,201906,2349,2376,4725,37.59433,126.947388
서대문구,123, 문화촌 공원,201907,2160,2310,4470,37.59433,126.947388
서대문구,123, 문화촌 공원,201908,2056,2164,4220,37.59433,126.947388
서대문구,123, 문화촌 공원,201909,1880,1911,3791,37.59433,126.947388
서대문구,123, 문화촌 공원,201910,2167,2212,4379,37.59433,126.947388
서대문구,123, 문화촌 공원,201911,1327,1375,2702,37.59433,126.947388
서대문구,123, 문화촌 공원,201912,712,716,1428,37.59433,126.947388
서대문구,123, 문화촌 공원,202001,689,655,1344,37.59433,126.947388
서대문구,123, 문화촌 공원,202002,614,570,1184,37.59433,126.947388
서대문구,123, 문화촌 공원,202003,1779,1730,3509,37.59433,126.947388
서대문구,123, 문화촌 공원,202004,2740,2775,5515,37.59433,126.947388
서대문구,123, 문화촌 공원,202005,2720,2731,5451,37.59433,126.947388
서대문구,123, 문화촌 공원,202006,2943,2995,5938,37.59433,126.947388
마포구,124, 서강대 정문 건너편,201901,546,471,1017,37.55114,126.936989
마포구,124, 서강대 정문 건너편,201902,489,410,899,37.55114,126.936989
마포구,124, 서강대 정문 건너편,201903,1121,992,2113,37.55114,126.936989
마포구,124, 서강대 정문 건너편,201904,1581,1339,2920,37.55114,126.936989
마포구,124, 서강대 정문 건너편,201905,2123,1791,3914,37.55114,126.936989
마포구,124, 서강대 정문 건너편,201906,2043,1646,3689,37.55114,126.936989
마포구,124, 서강대 정문 건너편,201907,1845,1430,3275,37.55114,126.936989
마포구,124, 서강대 정문 건너편,201908,1920,1548,3468,37.55114,126.936989
마포구,124, 서강대 정문 건너편,201909,1793,1578,3371,37.55114,126.936989
마포구,124, 서강대 정문 건너편,201910,2060,1767,3827,37.55114,126.936989
마포구,124, 서강대 정문 건너편,201911,1661,1384,3045,37.55114,126.936989
마포구,124, 서강대 정문 건너편,201912,1002,837,1839,37.55114,126.936989
마포구,124, 서강대 정문 건너편,202001,778,604,1382,37.55114,126.936989
마포구,124, 서강대 정문 건너편,202002,690,540,1230,37.55114,126.936989
마포구,124, 서강대 정문 건너편,202003,1148,963,2111,37.55114,126.936989
마포구,124, 서강대 정문 건너편,202004,1621,1434,3055,37.55114,126.936989
마포구,124, 서강대 정문 건너편,202005,1568,1474,3042,37.55114,126.936989
마포구,124, 서강대 정문 건너편,202006,1637,1445,3082,37.55114,126.936989
마포구,125, 서강대 남문 옆,201901,385,427,812,37.549484,126.93895
마포구,125, 서강대 남문 옆,201902,382,352,734,37.549484,126.93895
마포구,125, 서강대 남문 옆,201903,1163,1155,2318,37.549484,126.93895
마포구,125, 서강대 남문 옆,201904,1337,1409,2746,37.549484,126.93895
마포구,125, 서강대 남문 옆,201905,1825,1813,3638,37.549484,126.93895
마포구,125, 서강대 남문 옆,201906,1845,1839,3684,37.549484,126.93895
마포구,125, 서강대 남문 옆,201907,1800,1737,3537,37.549484,126.93895
마포구,125, 서강대 남문 옆,201908,1480,1448,2928,37.549484,126.93895
마포구,125, 서강대 남문 옆,201909,1599,1631,3230,37.549484,126.93895
마포구,125, 서강대 남문 옆,201910,1814,1814,3628,37.549484,126.93895
마포구,125, 서강대 남문 옆,201911,1211,1271,2482,37.549484,126.93895
마포구,125, 서강대 남문 옆,201912,643,696,1339,37.549484,126.93895
마포구,125, 서강대 남문 옆,202001,496,537,1033,37.549484,126.93895
마포구,125, 서강대 남문 옆,202002,384,385,769,37.549484,126.93895
마포구,125, 서강대 남문 옆,202003,545,492,1037,37.549484,126.93895
마포구,125, 서강대 남문 옆,202004,590,535,1125,37.549484,126.93895
마포구,125, 서강대 남문 옆,202005,540,528,1068,37.549484,126.93895
마포구,125, 서강대 남문 옆,202006,617,597,1214,37.549484,126.93895
마포구,126, 서강대 후문 옆,201901,703,935,1638,37.550411,126.943848
마포구,126, 서강대 후문 옆,201902,564,727,1291,37.550411,126.943848
마포구,126, 서강대 후문 옆,201903,1618,1906,3524,37.550411,126.943848
마포구,126, 서강대 후문 옆,201904,2192,2356,4548,37.550411,126.943848
마포구,126, 서강대 후문 옆,201905,2721,2709,5430,37.550411,126.943848
마포구,126, 서강대 후문 옆,201906,2806,2831,5637,37.550411,126.943848
마포구,126, 서강대 후문 옆,201907,2580,2608,5188,37.550411,126.943848
마포구,126, 서강대 후문 옆,201908,2393,2432,4825,37.550411,126.943848
마포구,126, 서강대 후문 옆,201909,2415,2413,4828,37.550411,126.943848
마포구,126, 서강대 후문 옆,201910,2712,2646,5358,37.550411,126.943848
마포구,126, 서강대 후문 옆,201911,2124,2180,4304,37.550411,126.943848
마포구,126, 서강대 후문 옆,201912,1223,1277,2500,37.550411,126.943848
마포구,126, 서강대 후문 옆,202001,972,963,1935,37.550411,126.943848
마포구,126, 서강대 후문 옆,202002,770,715,1485,37.550411,126.943848
마포구,126, 서강대 후문 옆,202003,1044,994,2038,37.550411,126.943848
마포구,126, 서강대 후문 옆,202004,1424,1358,2782,37.550411,126.943848
마포구,126, 서강대 후문 옆,202005,1472,1465,2937,37.550411,126.943848
마포구,126, 서강대 후문 옆,202006,1569,1519,3088,37.550411,126.943848
마포구,127, 현대벤처빌 앞,201901,273,134,407,37.55352,126.936951
마포구,127, 현대벤처빌 앞,201902,251,99,350,37.55352,126.936951
마포구,127, 현대벤처빌 앞,201903,566,273,839,37.55352,126.936951
마포구,127, 현대벤처빌 앞,201904,656,355,1011,37.55352,126.936951
마포구,127, 현대벤처빌 앞,201905,679,480,1159,37.55352,126.936951
마포구,127, 현대벤처빌 앞,201906,772,556,1328,37.55352,126.936951
마포구,127, 현대벤처빌 앞,201907,654,459,1113,37.55352,126.936951
마포구,127, 현대벤처빌 앞,201908,614,440,1054,37.55352,126.936951
마포구,127, 현대벤처빌 앞,201909,474,393,867,37.55352,126.936951
마포구,127, 현대벤처빌 앞,201910,534,411,945,37.55352,126.936951
마포구,127, 현대벤처빌 앞,201911,559,315,874,37.55352,126.936951
마포구,127, 현대벤처빌 앞,201912,315,165,480,37.55352,126.936951
마포구,127, 현대벤처빌 앞,202001,271,118,389,37.55352,126.936951
마포구,127, 현대벤처빌 앞,202002,255,136,391,37.55352,126.936951
마포구,127, 현대벤처빌 앞,202003,287,188,475,37.55352,126.936951
마포구,127, 현대벤처빌 앞,202004,322,269,591,37.55352,126.936951
마포구,127, 현대벤처빌 앞,202005,291,280,571,37.55352,126.936951
마포구,127, 현대벤처빌 앞,202006,492,433,925,37.55352,126.936951
서대문구,128, 신촌역(2호선) 1번출구 옆,201901,885,1018,1903,37.555496,126.93634
서대문구,128, 신촌역(2호선) 1번출구 옆,201902,764,856,1620,37.555496,126.93634
서대문구,128, 신촌역(2호선) 1번출구 옆,201903,1426,1428,2854,37.555496,126.93634
서대문구,128, 신촌역(2호선) 1번출구 옆,201904,1892,1884,3776,37.555496,126.93634
서대문구,128, 신촌역(2호선) 1번출구 옆,201905,2724,2706,5430,37.555496,126.93634
서대문구,128, 신촌역(2호선) 1번출구 옆,201906,2920,2899,5819,37.555496,126.93634
서대문구,128, 신촌역(2호선) 1번출구 옆,201907,2753,2731,5484,37.555496,126.93634
서대문구,128, 신촌역(2호선) 1번출구 옆,201908,2603,2566,5169,37.555496,126.93634
서대문구,128, 신촌역(2호선) 1번출구 옆,201909,2265,2264,4529,37.555496,126.93634
서대문구,128, 신촌역(2호선) 1번출구 옆,201910,2836,2840,5676,37.555496,126.93634
서대문구,128, 신촌역(2호선) 1번출구 옆,201911,2101,2087,4188,37.555496,126.93634
서대문구,128, 신촌역(2호선) 1번출구 옆,201912,1200,1208,2408,37.555496,126.93634
서대문구,128, 신촌역(2호선) 1번출구 옆,202001,1036,1108,2144,37.555496,126.93634
서대문구,128, 신촌역(2호선) 1번출구 옆,202002,927,914,1841,37.555496,126.93634
서대문구,128, 신촌역(2호선) 1번출구 옆,202003,1437,1436,2873,37.555496,126.93634
서대문구,128, 신촌역(2호선) 1번출구 옆,202004,1824,1797,3621,37.555496,126.93634
서대문구,128, 신촌역(2호선) 1번출구 옆,202005,1953,1940,3893,37.555496,126.93634
서대문구,128, 신촌역(2호선) 1번출구 옆,202006,2087,2064,4151,37.555496,126.93634
마포구,129, 신촌역(2호선) 6번출구 옆,201901,484,560,1044,37.555054,126.937569
마포구,129, 신촌역(2호선) 6번출구 옆,201902,420,462,882,37.555054,126.937569
마포구,129, 신촌역(2호선) 6번출구 옆,201903,875,885,1760,37.555054,126.937569
마포구,129, 신촌역(2호선) 6번출구 옆,201904,1165,1242,2407,37.555054,126.937569
마포구,129, 신촌역(2호선) 6번출구 옆,201905,1767,1714,3481,37.555054,126.937569
마포구,129, 신촌역(2호선) 6번출구 옆,201906,1688,1683,3371,37.555054,126.937569
마포구,129, 신촌역(2호선) 6번출구 옆,201907,1595,1610,3205,37.555054,126.937569
마포구,129, 신촌역(2호선) 6번출구 옆,201908,1490,1514,3004,37.555054,126.937569
마포구,129, 신촌역(2호선) 6번출구 옆,201909,1595,1602,3197,37.555054,126.937569
마포구,129, 신촌역(2호선) 6번출구 옆,201910,1817,1818,3635,37.555054,126.937569
마포구,129, 신촌역(2호선) 6번출구 옆,201911,1205,1222,2427,37.555054,126.937569
마포구,129, 신촌역(2호선) 6번출구 옆,201912,717,730,1447,37.555054,126.937569
마포구,129, 신촌역(2호선) 6번출구 옆,202001,628,673,1301,37.555054,126.937569
마포구,129, 신촌역(2호선) 6번출구 옆,202002,505,528,1033,37.555054,126.937569
마포구,129, 신촌역(2호선) 6번출구 옆,202003,933,935,1868,37.555054,126.937569
마포구,129, 신촌역(2호선) 6번출구 옆,202004,1221,1213,2434,37.555054,126.937569
마포구,129, 신촌역(2호선) 6번출구 옆,202005,1144,1144,2288,37.555054,126.937569
마포구,129, 신촌역(2호선) 6번출구 옆,202006,1336,1323,2659,37.555054,126.937569
마포구,130, 신촌역(2호선) 7번출구 앞,201901,558,592,1150,37.554859,126.936157
마포구,130, 신촌역(2호선) 7번출구 앞,201902,426,468,894,37.554859,126.936157
마포구,130, 신촌역(2호선) 7번출구 앞,201903,1055,1139,2194,37.554859,126.936157
마포구,130, 신촌역(2호선) 7번출구 앞,201904,1633,1682,3315,37.554859,126.936157
마포구,130, 신촌역(2호선) 7번출구 앞,201905,2619,2653,5272,37.554859,126.936157
마포구,130, 신촌역(2호선) 7번출구 앞,201906,2623,2623,5246,37.554859,126.936157
마포구,130, 신촌역(2호선) 7번출구 앞,201907,2306,2321,4627,37.554859,126.936157
마포구,130, 신촌역(2호선) 7번출구 앞,201908,2129,2115,4244,37.554859,126.936157
마포구,130, 신촌역(2호선) 7번출구 앞,201909,2172,2171,4343,37.554859,126.936157
마포구,130, 신촌역(2호선) 7번출구 앞,201910,2568,2597,5165,37.554859,126.936157
마포구,130, 신촌역(2호선) 7번출구 앞,201911,1786,1801,3587,37.554859,126.936157
마포구,130, 신촌역(2호선) 7번출구 앞,201912,933,986,1919,37.554859,126.936157
마포구,130, 신촌역(2호선) 7번출구 앞,202001,828,922,1750,37.554859,126.936157
마포구,130, 신촌역(2호선) 7번출구 앞,202002,776,783,1559,37.554859,126.936157
마포구,130, 신촌역(2호선) 7번출구 앞,202003,1537,1537,3074,37.554859,126.936157
마포구,130, 신촌역(2호선) 7번출구 앞,202004,2280,2281,4561,37.554859,126.936157
마포구,130, 신촌역(2호선) 7번출구 앞,202005,2432,2435,4867,37.554859,126.936157
마포구,130, 신촌역(2호선) 7번출구 앞,202006,2223,2213,4436,37.554859,126.936157
서대문구,131, 증산2교,201901,481,533,1014,37.584171,126.911102
서대문구,131, 증산2교,201902,501,524,1025,37.584171,126.911102
서대문구,131, 증산2교,201903,953,1049,2002,37.584171,126.911102
서대문구,131, 증산2교,201904,1521,1612,3133,37.584171,126.911102
서대문구,131, 증산2교,201905,2450,2600,5050,37.584171,126.911102
서대문구,131, 증산2교,201906,2650,2923,5573,37.584171,126.911102
